ID,Title_CN,Fable_CN,Moral_CN,TOC
46,狐狸和山羊,一只狐狸失足掉到了井里，无论如何也爬不上来。一只口渴的公山羊来到这个井边，看见狐狸待在井下，便问他井水好不好喝。"好不好喝？"狐狸说，"这可是我有生以来尝过最好喝的水，你快下来亲自试试吧。"一心只想喝水的山羊信以为真，便不假思索地跳了下去，当他"咕咚咕咚"痛饮完，就不得不开始思考爬上井去的办法，可他也像狐狸那样一筹莫展。狐狸早有准备，他狡猾地说："我倒有一个方法。你用前脚扒在井墙上，再把后腿蹬直了，我从你的后背跳上井去，再拉你上来，这样我们就都得救了。"公山羊同意了他的提议，狐狸踩着山羊的后背跳出了井口，接着便大摇大摆地扬长而去。公山羊指责狐狸不信守诺言，没有把他拉上去。但是，狐狸却回过头来对公山羊说："喂，朋友，如果你的心眼能像胡须那样多，就不至于在没想清楚应该如何跳出井之前，盲目地跳下去了。",三思而行。,狐狸
47,渔夫和小鲱鱼,渔夫将网撒向大海，当他再次收网时，只看到一条翻腾着想回大海里去的小鲱鱼。"我只是一条小鱼，"可怜的小鱼说，"但是我总有一天会长大，等我长大后，你再来抓我，那时才会对你更有好处。"然而，渔夫却回答说："不行，我现在就要留下你来，如果我放你回去，还会再看到你吗？绝对不会了！",放长线钓大鱼。,其他
48,吹牛的路人,有一个人曾经出国去旅行，回家后他就大肆吹嘘在异国他乡曾有过的那些奇妙经历。其中，他就提到曾在罗德岛参加过跳远比赛，而且还得了第一名。"只要去罗德岛问问当地人，"他说，"他们都会告诉你这是真的。"当时在场的一个人对他说："如果你现在也能跳得那么远，我们根本就不需要去罗德岛找证据了。我们姑且暂时把这里当做是罗德岛，你跳吧！",行动胜于雄辩。,其他
49,小螃蟹和他的妈妈,母蟹对小蟹说："我的儿子，为什么你要这样横着走？你应该直行。"小螃蟹回答道："妈妈，请您亲自教我怎样走，我会跟着您学的。"母蟹试了几次，却根本不会直走，接着便发现自己竟然愚蠢地去指责孩子的错误。,身教胜于言传。,其他
50,驴和他的影子,一次，某人为了夏日的旅行而雇了一头驴，于是，驴的主人跟在后面赶着驴出发了。烈日当头的正午时分，越走越热的他们停下来休息。行人想要躺在驴的影子下休息，可是驴的主人也希望能够躲避太阳的照射，不想让他这么做，因为行人只说雇佣了驴，没说要雇佣它的影子。而行人也坚持认为自己完全有权利控制驴的一切行为。他们争论不休，互相打了起来。就在他们打架时，驴逃之夭夭了。,"人们往往为小事争吵不休,从而失去了最重要的东西。",驴
51,农夫和儿子,有个农夫已经奄奄一息，但还想告诉儿子们一个秘密，便叫来他们，说："孩子们，我快要死了，但我还想让你们知道，葡萄园里有一个埋藏着的宝贝。挖出来，你们就知道是什么了！"父亲去世之后，他们用铁锹和铲子把那葡萄园的地翻了好几遍，到处寻找埋藏在那里的宝物。虽然什么都没找到，但是葡萄园的地经过此番挖掘，却比以往丰收了更多。,"授人以鱼,不如授人以渔。",其他
52,狗和厨师,有一次，一个富翁设宴招待亲朋好友。这家的狗以为是个好机会，也高兴地跑去邀请自己的朋友------另一只狗，他跑过去对朋友说："我的主人在摆宴席，那里肯定有很多好吃的，快来，和我一起去赴宴吧。"受邀的狗于是欣然前往，见到厨房里摆着如此丰盛的饭菜，他就自言自语道："我太幸运了！这次一定要饱餐一顿，把明天和后天的饭都吃掉。"与此同时，他不停地摇着尾巴，告诉朋友多么高兴受到了他的邀请。就在这时，厨师看见了他，见到一条陌生的狗在厨房里让厨师很生气，于是马上抓住他的后腿，扔到了窗外。那条狗狠狠地摔了一跤，赶紧鬼哭狼嚎般地落荒而逃。在路上遇见的其它几条狗都问他："你参加的宴会怎么样呀？"他竟然回答道："我很好，那酒实在太好喝了，我已经醉了，完全不记得如何回家了！",享用借花献佛的恩惠是要付出代价的。,狗
53,当上国王的猴子,有一次，猴子在动物大聚会时跳起舞来，赢得了大家的好感，故而被选为动物之王。然而，狐狸十分嫉妒猴子当选为王。有一天，当他发现一个捕兽夹子里有一块肉时，便把猴子带过去说："我发现这里有些好吃的东西，陛下，但是我没敢动用，因为我认为应该留给国王享用。您能亲自去取吗？"猴子立刻跑过去拿，结果却被夹子夹住了。他斥责狐狸陷害他，而狐狸却笑着说："猴子，你这种笨蛋竟然还想做万兽之王！",骄傲在败坏以先。,猴子
54,小偷和公鸡,几个小偷悄悄地溜进一户人家里，那家人除了一只公鸡之外什么也没有，于是，小偷便偷走了那只公鸡。当小偷们要杀鸡吃肉时，其中一个小偷抓住了公鸡，准备割断他的脖子，这时，公鸡可怜巴巴地说："求求你别杀我，你会发现我是一只很有用的鸡，我会忠诚地在清晨叫醒人类。"但是，小偷们回答说："我当然知道你的作用了，就是因为你把人们都叫醒了，才让我们难以生存。你就快点下油锅吧！",那些对于好人有益的事正是对于坏人有害的。,公鸡
55,农夫和命运之神,有个农夫在耕地时用犁耙出一坛金币，他欣喜若狂，从那之后，他每天都用丰富的供品来供奉土地爷。命运之神对此很生气，来到他面前，说："喂，朋友，那坛金币是我送给你的礼物，你为什么要去供奉土地爷呢？赋予你如此好的运气，你却从未想过感谢我；如果你运气不好，丢了本应属于你的东西，我敢保证，你一定会埋怨我这个命运之神了。",应该感恩时，一定要表现出来。,其他
56,朱庇特和猴子,朱庇特通知森林中所有动物，要给那些他认为拥有最漂亮子孙的动物颁奖。母猴怀里抱着一只扁鼻无毛、相貌丑陋的小猴子，与其它动物一起来到朱庇特那里参加评奖。当大家看到那只小猴子时，发出一阵哄堂大笑。但是，母猴却抱紧了自己的孩子，坚定地说："朱庇特或许会奖励他最喜欢的那一个，但是，我坚定地认为自己的孩子就是最最漂亮的那一个。",在母亲的眼里都会认为自己的孩子是永远漂亮和美丽的孩子。,猴子
57,父亲和儿子,有一个人生养了几个儿子，可是儿子们之间总爱争吵不休，父亲无论做什么，都无法使儿子们和睦相处。于是，他决定用下面的方法来说服儿子们。他让儿子们取来一捆木棒，大家轮流试着用膝盖折断它们。几个儿子分别试了一下，可是都失败了。接着，他拆开那捆木棒，一根一根地交给儿子们，这时，他们便毫不费力地折断了木棒。"看吧，我的孩子，"他说，"你们若能齐心协力，便可与敌人抗衡。但是，如果你们之间不团结且各自为营，那么这个弱点就会使你们任由敌人摆布了。",团结就是力量。,其他
58,油 灯,有一盏装满油的油灯，在燃烧时发出了清晰稳定的亮光。油灯开始洋洋得意起来，以为自己发出的光比太阳光还要亮得多。就在这时，一阵风吹来，灯马上被吹灭了。有人过来又点燃了它，并说道："你就好好亮着吧，永远不要去想太阳。为什么？因为即便是星星，也不会像你刚才一样被风吹灭。",不要比较自己和其他更强大的力量，勇敢做自己，做最好的自己。,其他
59,猫头鹰和百鸟,猫头鹰是一种非常聪明的鸟。很久以前，第一只猫头鹰开始在森林里扎根繁衍时，她召集起所有的鸟类，对他们说："你们看到这棵小树了吗？要是愿意听从我的建议，在它还没长成大树之前，就先毁掉它。因为当它长成参天大树之后，就会出现槲寄生，继而你们就等着被专门捕鸟的粘圈毁灭吧。"当亚麻种子第一次出现在森林里时，她又对鸟儿们说："去吃掉那些种子，因为这是亚麻种子，要是没有亚麻，人类就无法织网来捕鸟了。"还有一次，当她第一次看到弓箭手时，就提醒鸟儿们注意这是它们的死敌，因为人们会用带有鸟类羽毛的箭来射死鸟类。但是，鸟儿们并没有将她的话放在心上，正相反，鸟儿们还嘲笑她是个疯子。然而，当事实正如猫头鹰预言的那样依次出现时，鸟儿们开始改变自己的思想了，并且大大佩服并赞赏猫头鹰的智慧。由此，只要猫头鹰一出现，鸟儿们就会趋之若鹜，想听到一些对自己有益的忠言。不过，猫头鹰已经不再提出忠告，而只是百无聊赖地坐在那里，沉浸在自己心中的遐想之中。,要仔细观察环境并拥有敏锐的观察力，以免上当受骗，犯下不可弥补的错误。,猫
60,披着狮皮的驴,一头驴发现了一张狮子的皮，于是就披到身上。他走出去吓唬其它动物，所有见到他的人和动物都把他当成了狮子，吓得四处逃跑。驴见自己的诡计得逞了，兴奋地大叫起来。狐狸听到了他的声音，立刻认出这是一头驴，于是就对他说："哦，朋友，这才是真正的你，是吗？要不是听到了你的声音，我也被你吓着了。"突然一阵风刮来，把驴身上披着的狮皮吹走了，驴子原形毕露。这时，动物们见此情形，又都跑回来，用木板和棍棒狠狠地打他。,"外表虽然可以暂时掩盖一个人的缺点,但它很容易被揭穿。",驴
61,母山羊和她们的胡须,朱庇特答应了母山羊的请求，让她们也长出胡须，但是公山羊对此非常不高兴，抱怨女人无理侵犯他们的权利和尊严。因此，为了反对这一举动，他们派出代表向朱庇特抗议。不过，朱庇特劝他们不要提出任何异议。"一绺毛发能算什么呢？"朱庇特说道，"如果她们想要，就让她们拥有吧。但是她们的力量永远无法与你们匹敌。",不要在一些小事上过度纠结，可以为他人让步。,山羊
62,老狮子,有一头上了年纪的狮子，已经不能凭借蛮力去抢夺食物了，暗自思忖着只能用智取的办法才能获得必要食物。于是，他钻进一个山洞里，躺在地上假装生病，只要有其它小动物走过来窥探他的健康状况，他就会上前抓住他们，然后吃掉。就这样，许多动物都丧失了性命。直到有一天，怀疑事实真相的狐狸识破了狮子的诡计，他远远地站在洞外，询问狮子现在感觉如何。狮子回答说自己感觉很不好，他问狐狸："不过，你为什么站在外面问，快进洞里来吧。"狐狸回答说："我发现只有进去的脚印，却没有一个出来的脚印，若不是看到这些脚印，我也许已经进洞里去了。",姜还是老的辣。,其他
63,洗澡的小男孩,一天，有个小男孩正在河里洗澡，他走到了水深没顶的地方，眼看就要被淹死了。一个正经过此路的行人听到了男孩的呼救声，他走到河边，开始教训小男孩太鲁莽地进入深水区，但是并没有要去救人的意思。小男孩大声喊道："先生，拜托你，还是先把我救起来，再好好教训吧。",危急之中应伸出援手，而非建议。,其他
